,UUID,UID,RECEIVED TIME,RSSI,DISTANCE(m),APP STATUS,BATTERY,UID_new
192,211_79168CDD-F79A-40DD-A8B8-945F7C0F11C7,147.0,2021-08-24 11:52:28,-68.0,1.8,Foreground,0.85,146.0
193,211_79168CDD-F79A-40DD-A8B8-945F7C0F11C7,167.0,2021-08-24 11:52:28,-86.0,12.2,Foreground,0.85,166.0
194,211_79168CDD-F79A-40DD-A8B8-945F7C0F11C7,153.0,2021-08-24 11:52:28,-90.0,21.8,Foreground,0.85,152.0
195,211_79168CDD-F79A-40DD-A8B8-945F7C0F11C7,161.0,2021-08-24 11:52:28,-90.0,29.3,Foreground,0.85,160.0
196,866_B28E7807-3517-4048-90CD-29E4826AE511,149.0,2021-08-24 11:52:28,-68.0,1.1,Foreground,0.85,148.0
197,866_B28E7807-3517-4048-90CD-29E4826AE511,155.0,2021-08-24 11:52:28,-86.0,20.2,Foreground,0.85,154.0
198,866_B28E7807-3517-4048-90CD-29E4826AE511,163.0,2021-08-24 11:52:28,-89.0,24.6,Foreground,0.85,162.0
199,246_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,148.0,2021-08-24 11:52:28,-67.0,1.1,Foreground,0.85,148.0
200,246_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,150.0,2021-08-24 11:52:28,-67.0,1.2,Foreground,0.85,150.0
201,246_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,146.0,2021-08-24 11:52:28,-71.0,2.9,Foreground,0.85,146.0
202,246_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,166.0,2021-08-24 11:52:28,-86.0,9.6,Foreground,0.85,166.0
203,246_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,170.0,2021-08-24 11:52:28,-80.0,11.1,Foreground,0.85,170.0
204,246_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,168.0,2021-08-24 11:52:28,-84.0,13.4,Foreground,0.85,168.0
205,246_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,154.0,2021-08-24 11:52:28,-86.0,17.0,Foreground,0.85,154.0
206,246_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,152.0,2021-08-24 11:52:28,-91.0,27.3,Foreground,0.85,152.0
207,246_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,164.0,2021-08-24 11:52:28,-93.0,27.5,Foreground,0.85,164.0
208,246_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,160.0,2021-08-24 11:52:28,-93.0,40.8,Foreground,0.85,160.0
209,632_E70CE80A-F0E3-4B6D-96D3-BE5540BD9CDB,151.0,2021-08-24 11:52:28,-71.0,1.7,Foreground,0.85,150.0
210,632_E70CE80A-F0E3-4B6D-96D3-BE5540BD9CDB,171.0,2021-08-24 11:52:28,-90.0,17.4,Foreground,0.85,170.0
211,680_79168CDD-F79A-40DD-A8B8-945F7C0F11C7,147.0,2021-08-24 11:52:29,-70.0,1.8,Foreground,0.85,146.0
212,680_79168CDD-F79A-40DD-A8B8-945F7C0F11C7,167.0,2021-08-24 11:52:29,-86.0,12.5,Foreground,0.85,166.0
213,680_79168CDD-F79A-40DD-A8B8-945F7C0F11C7,153.0,2021-08-24 11:52:29,-91.0,22.5,Foreground,0.85,152.0
214,680_79168CDD-F79A-40DD-A8B8-945F7C0F11C7,161.0,2021-08-24 11:52:29,-93.0,29.9,Foreground,0.85,160.0
215,628_B28E7807-3517-4048-90CD-29E4826AE511,149.0,2021-08-24 11:52:29,-68.0,1.2,Foreground,0.85,148.0
216,628_B28E7807-3517-4048-90CD-29E4826AE511,169.0,2021-08-24 11:52:29,-86.0,12.3,Foreground,0.85,168.0
217,628_B28E7807-3517-4048-90CD-29E4826AE511,155.0,2021-08-24 11:52:29,-86.0,18.9,Foreground,0.85,154.0
218,757_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,148.0,2021-08-24 11:52:29,-66.0,1.1,Foreground,0.85,148.0
219,757_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,150.0,2021-08-24 11:52:29,-71.0,1.5,Foreground,0.85,150.0
220,757_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,146.0,2021-08-24 11:52:29,-66.0,2.2,Foreground,0.85,146.0
221,757_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,166.0,2021-08-24 11:52:29,-85.0,10.0,Foreground,0.85,166.0
222,757_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,170.0,2021-08-24 11:52:29,-86.0,11.5,Foreground,0.85,170.0
223,757_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,168.0,2021-08-24 11:52:29,-82.0,12.3,Foreground,0.85,168.0
224,757_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,154.0,2021-08-24 11:52:29,-87.0,16.9,Foreground,0.85,154.0
225,757_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,156.0,2021-08-24 11:52:29,-87.0,22.3,Foreground,0.85,156.0
226,757_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,162.0,2021-08-24 11:52:29,-88.0,26.7,Foreground,0.85,162.0
227,757_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,160.0,2021-08-24 11:52:29,-93.0,40.1,Foreground,0.85,160.0
228,553_E70CE80A-F0E3-4B6D-96D3-BE5540BD9CDB,151.0,2021-08-24 11:52:29,-66.0,1.5,Foreground,0.85,150.0
229,553_E70CE80A-F0E3-4B6D-96D3-BE5540BD9CDB,171.0,2021-08-24 11:52:29,-83.0,15.8,Foreground,0.85,170.0
230,538_79168CDD-F79A-40DD-A8B8-945F7C0F11C7,147.0,2021-08-24 11:52:30,-70.0,1.9,Foreground,0.85,146.0
231,538_79168CDD-F79A-40DD-A8B8-945F7C0F11C7,167.0,2021-08-24 11:52:30,-83.0,12.1,Foreground,0.85,166.0
232,538_79168CDD-F79A-40DD-A8B8-945F7C0F11C7,161.0,2021-08-24 11:52:30,-90.0,29.2,Foreground,0.85,160.0
233,922_B28E7807-3517-4048-90CD-29E4826AE511,149.0,2021-08-24 11:52:30,-68.0,1.3,Foreground,0.85,148.0
234,922_B28E7807-3517-4048-90CD-29E4826AE511,169.0,2021-08-24 11:52:30,-86.0,12.7,Foreground,0.85,168.0
235,922_B28E7807-3517-4048-90CD-29E4826AE511,155.0,2021-08-24 11:52:30,-84.0,17.1,Foreground,0.85,154.0
236,720_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,148.0,2021-08-24 11:52:30,-65.0,1.1,Foreground,0.85,148.0
237,720_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,150.0,2021-08-24 11:52:30,-70.0,1.6,Foreground,0.85,150.0
238,720_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,146.0,2021-08-24 11:52:30,-67.0,1.9,Foreground,0.85,146.0
239,720_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,166.0,2021-08-24 11:52:30,-85.0,10.4,Foreground,0.85,166.0
240,720_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,170.0,2021-08-24 11:52:30,-82.0,11.0,Foreground,0.85,170.0
241,720_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,168.0,2021-08-24 11:52:30,-82.0,11.5,Foreground,0.85,168.0
242,720_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,154.0,2021-08-24 11:52:30,-89.0,17.3,Foreground,0.85,154.0
243,720_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,156.0,2021-08-24 11:52:30,-86.0,20.5,Foreground,0.85,156.0
244,720_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,162.0,2021-08-24 11:52:30,-89.0,25.9,Foreground,0.85,162.0
245,720_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,164.0,2021-08-24 11:52:30,-91.0,27.5,Foreground,0.85,164.0
246,720_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,152.0,2021-08-24 11:52:30,-92.0,29.2,Foreground,0.85,152.0
247,720_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,160.0,2021-08-24 11:52:30,-92.0,38.9,Foreground,0.85,160.0
248,792_E70CE80A-F0E3-4B6D-96D3-BE5540BD9CDB,151.0,2021-08-24 11:52:30,-65.0,1.3,Foreground,0.85,150.0
249,792_E70CE80A-F0E3-4B6D-96D3-BE5540BD9CDB,171.0,2021-08-24 11:52:30,-82.0,14.3,Foreground,0.85,170.0
250,792_E70CE80A-F0E3-4B6D-96D3-BE5540BD9CDB,157.0,2021-08-24 11:52:30,-89.0,19.7,Foreground,0.85,156.0
251,792_E70CE80A-F0E3-4B6D-96D3-BE5540BD9CDB,165.0,2021-08-24 11:52:30,-89.0,31.7,Foreground,0.85,164.0
252,738_79168CDD-F79A-40DD-A8B8-945F7C0F11C7,147.0,2021-08-24 11:52:31,-67.0,1.7,Foreground,0.85,146.0
253,738_79168CDD-F79A-40DD-A8B8-945F7C0F11C7,167.0,2021-08-24 11:52:31,-83.0,11.7,Foreground,0.85,166.0
254,738_79168CDD-F79A-40DD-A8B8-945F7C0F11C7,161.0,2021-08-24 11:52:31,-94.0,30.1,Foreground,0.85,160.0
255,850_B28E7807-3517-4048-90CD-29E4826AE511,149.0,2021-08-24 11:52:31,-70.0,1.4,Foreground,0.85,148.0
256,850_B28E7807-3517-4048-90CD-29E4826AE511,169.0,2021-08-24 11:52:31,-89.0,13.7,Foreground,0.85,168.0
257,850_B28E7807-3517-4048-90CD-29E4826AE511,155.0,2021-08-24 11:52:31,-86.0,16.7,Foreground,0.85,154.0
258,801_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,148.0,2021-08-24 11:52:31,-72.0,1.3,Foreground,0.85,148.0
259,801_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,150.0,2021-08-24 11:52:31,-67.0,1.5,Foreground,0.85,150.0
260,801_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,146.0,2021-08-24 11:52:31,-67.0,1.7,Foreground,0.85,146.0
261,801_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,166.0,2021-08-24 11:52:31,-85.0,10.7,Foreground,0.85,166.0
262,801_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,170.0,2021-08-24 11:52:31,-85.0,11.2,Foreground,0.85,170.0
263,801_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,168.0,2021-08-24 11:52:31,-83.0,11.3,Foreground,0.85,168.0
264,801_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,156.0,2021-08-24 11:52:31,-90.0,21.0,Foreground,0.85,156.0
265,801_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,162.0,2021-08-24 11:52:31,-93.0,26.8,Foreground,0.85,162.0
266,801_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,164.0,2021-08-24 11:52:31,-91.0,27.6,Foreground,0.85,164.0
267,801_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,152.0,2021-08-24 11:52:31,-89.0,28.2,Foreground,0.85,152.0
268,801_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,160.0,2021-08-24 11:52:31,-90.0,36.5,Foreground,0.85,160.0
269,486_E70CE80A-F0E3-4B6D-96D3-BE5540BD9CDB,151.0,2021-08-24 11:52:31,-66.0,1.2,Foreground,0.85,150.0
270,486_E70CE80A-F0E3-4B6D-96D3-BE5540BD9CDB,171.0,2021-08-24 11:52:31,-84.0,13.9,Foreground,0.85,170.0
271,486_E70CE80A-F0E3-4B6D-96D3-BE5540BD9CDB,157.0,2021-08-24 11:52:31,-89.0,20.0,Foreground,0.85,156.0
272,486_E70CE80A-F0E3-4B6D-96D3-BE5540BD9CDB,165.0,2021-08-24 11:52:31,-93.0,32.5,Foreground,0.85,164.0
273,323_79168CDD-F79A-40DD-A8B8-945F7C0F11C7,147.0,2021-08-24 11:52:32,-71.0,1.8,Foreground,0.85,146.0
274,323_79168CDD-F79A-40DD-A8B8-945F7C0F11C7,167.0,2021-08-24 11:52:32,-84.0,11.7,Foreground,0.85,166.0
275,323_79168CDD-F79A-40DD-A8B8-945F7C0F11C7,161.0,2021-08-24 11:52:32,-92.0,30.3,Foreground,0.85,160.0
276,19_B28E7807-3517-4048-90CD-29E4826AE511,149.0,2021-08-24 11:52:32,-68.0,1.4,Foreground,0.85,148.0
277,19_B28E7807-3517-4048-90CD-29E4826AE511,169.0,2021-08-24 11:52:32,-85.0,13.6,Foreground,0.85,168.0
278,19_B28E7807-3517-4048-90CD-29E4826AE511,155.0,2021-08-24 11:52:32,-85.0,16.1,Foreground,0.85,154.0
279,848_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,150.0,2021-08-24 11:52:32,-66.0,1.4,Foreground,0.85,150.0
280,848_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,148.0,2021-08-24 11:52:32,-69.0,1.4,Foreground,0.85,148.0
281,848_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,146.0,2021-08-24 11:52:32,-67.0,1.6,Foreground,0.85,146.0
282,848_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,170.0,2021-08-24 11:52:32,-89.0,12.0,Foreground,0.85,170.0
283,848_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,168.0,2021-08-24 11:52:32,-89.0,12.1,Foreground,0.85,168.0
284,848_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,154.0,2021-08-24 11:52:32,-82.0,15.7,Foreground,0.85,154.0
285,848_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,156.0,2021-08-24 11:52:32,-86.0,19.8,Foreground,0.85,156.0
286,848_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,164.0,2021-08-24 11:52:32,-91.0,27.6,Foreground,0.85,164.0
287,263_E70CE80A-F0E3-4B6D-96D3-BE5540BD9CDB,151.0,2021-08-24 11:52:32,-72.0,1.5,Foreground,0.85,150.0
288,263_E70CE80A-F0E3-4B6D-96D3-BE5540BD9CDB,171.0,2021-08-24 11:52:32,-84.0,13.5,Foreground,0.85,170.0
289,263_E70CE80A-F0E3-4B6D-96D3-BE5540BD9CDB,157.0,2021-08-24 11:52:32,-94.0,21.9,Foreground,0.85,156.0
290,721_79168CDD-F79A-40DD-A8B8-945F7C0F11C7,147.0,2021-08-24 11:52:33,-76.0,2.1,Foreground,0.85,146.0
291,721_79168CDD-F79A-40DD-A8B8-945F7C0F11C7,153.0,2021-08-24 11:52:33,-88.0,22.0,Foreground,0.85,152.0
292,449_B28E7807-3517-4048-90CD-29E4826AE511,149.0,2021-08-24 11:52:33,-68.0,1.4,Foreground,0.85,148.0
293,449_B28E7807-3517-4048-90CD-29E4826AE511,169.0,2021-08-24 11:52:33,-85.0,13.5,Foreground,0.85,168.0
294,449_B28E7807-3517-4048-90CD-29E4826AE511,155.0,2021-08-24 11:52:33,-82.0,14.6,Foreground,0.85,154.0
295,408_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,150.0,2021-08-24 11:52:33,-68.0,1.4,Foreground,0.85,150.0
296,408_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,148.0,2021-08-24 11:52:33,-69.0,1.5,Foreground,0.85,148.0
297,408_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,146.0,2021-08-24 11:52:33,-68.0,1.5,Foreground,0.85,146.0
298,408_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,166.0,2021-08-24 11:52:33,-80.0,9.9,Foreground,0.85,166.0
299,408_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,168.0,2021-08-24 11:52:33,-84.0,12.0,Foreground,0.85,168.0
300,408_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,154.0,2021-08-24 11:52:33,-82.0,14.3,Foreground,0.85,154.0
301,408_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,156.0,2021-08-24 11:52:33,-83.0,17.6,Foreground,0.85,156.0
302,408_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,164.0,2021-08-24 11:52:33,-92.0,28.0,Foreground,0.85,164.0
303,408_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,160.0,2021-08-24 11:52:33,-94.0,36.9,Foreground,0.85,160.0
304,289_E70CE80A-F0E3-4B6D-96D3-BE5540BD9CDB,151.0,2021-08-24 11:52:33,-65.0,1.3,Foreground,0.85,150.0
305,478_79168CDD-F79A-40DD-A8B8-945F7C0F11C7,147.0,2021-08-24 11:52:34,-81.0,2.6,Foreground,0.85,146.0
306,478_79168CDD-F79A-40DD-A8B8-945F7C0F11C7,167.0,2021-08-24 11:52:34,-79.0,10.4,Foreground,0.85,166.0
307,478_79168CDD-F79A-40DD-A8B8-945F7C0F11C7,153.0,2021-08-24 11:52:34,-91.0,22.9,Foreground,0.85,152.0
308,389_B28E7807-3517-4048-90CD-29E4826AE511,149.0,2021-08-24 11:52:34,-68.0,1.5,Foreground,0.85,148.0
309,263_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,148.0,2021-08-24 11:52:34,-68.0,1.5,Foreground,0.85,148.0
310,263_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,150.0,2021-08-24 11:52:34,-72.0,1.6,Foreground,0.85,150.0
311,263_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,146.0,2021-08-24 11:52:34,-77.0,1.9,Foreground,0.85,146.0
312,263_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,166.0,2021-08-24 11:52:34,-80.0,9.2,Foreground,0.85,166.0
313,263_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,168.0,2021-08-24 11:52:34,-82.0,11.5,Foreground,0.85,168.0
314,263_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,170.0,2021-08-24 11:52:34,-83.0,11.7,Foreground,0.85,170.0
315,263_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,154.0,2021-08-24 11:52:34,-85.0,14.1,Foreground,0.85,154.0
316,263_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,156.0,2021-08-24 11:52:34,-86.0,17.2,Foreground,0.85,156.0
317,263_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,152.0,2021-08-24 11:52:34,-94.0,29.0,Foreground,0.85,152.0
318,654_E70CE80A-F0E3-4B6D-96D3-BE5540BD9CDB,151.0,2021-08-24 11:52:34,-72.0,1.5,Foreground,0.85,150.0
319,900_79168CDD-F79A-40DD-A8B8-945F7C0F11C7,147.0,2021-08-24 11:52:35,-76.0,2.8,Foreground,0.85,146.0
320,900_79168CDD-F79A-40DD-A8B8-945F7C0F11C7,167.0,2021-08-24 11:52:35,-84.0,10.5,Foreground,0.85,166.0
321,822_B28E7807-3517-4048-90CD-29E4826AE511,149.0,2021-08-24 11:52:35,-74.0,1.7,Foreground,0.85,148.0
322,607_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,150.0,2021-08-24 11:52:35,-65.0,1.4,Foreground,0.85,150.0
323,607_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,148.0,2021-08-24 11:52:35,-71.0,1.6,Foreground,0.85,148.0
324,607_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,168.0,2021-08-24 11:52:35,-83.0,11.2,Foreground,0.85,168.0
325,607_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,170.0,2021-08-24 11:52:35,-83.0,11.4,Foreground,0.85,170.0
326,607_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,154.0,2021-08-24 11:52:35,-93.0,15.2,Foreground,0.85,154.0
327,607_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,156.0,2021-08-24 11:52:35,-93.0,18.3,Foreground,0.85,156.0
328,607_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,162.0,2021-08-24 11:52:35,-95.0,28.1,Foreground,0.85,162.0
329,607_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,164.0,2021-08-24 11:52:35,-95.0,29.3,Foreground,0.85,164.0
330,607_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,152.0,2021-08-24 11:52:35,-94.0,30.2,Foreground,0.85,152.0
331,286_E70CE80A-F0E3-4B6D-96D3-BE5540BD9CDB,151.0,2021-08-24 11:52:35,-65.0,1.3,Foreground,0.85,150.0
332,286_E70CE80A-F0E3-4B6D-96D3-BE5540BD9CDB,157.0,2021-08-24 11:52:35,-91.0,24.5,Foreground,0.85,156.0
333,507_79168CDD-F79A-40DD-A8B8-945F7C0F11C7,147.0,2021-08-24 11:52:36,-74.0,2.9,Foreground,0.85,146.0
334,507_79168CDD-F79A-40DD-A8B8-945F7C0F11C7,167.0,2021-08-24 11:52:36,-84.0,10.7,Foreground,0.85,166.0
335,428_B28E7807-3517-4048-90CD-29E4826AE511,149.0,2021-08-24 11:52:36,-71.0,1.8,Foreground,0.85,148.0
336,135_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,150.0,2021-08-24 11:52:36,-65.0,1.2,Foreground,0.85,150.0
337,135_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,148.0,2021-08-24 11:52:36,-67.0,1.5,Foreground,0.85,148.0
338,135_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,146.0,2021-08-24 11:52:36,-79.0,2.3,Foreground,0.85,146.0
339,135_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,166.0,2021-08-24 11:52:36,-80.0,8.7,Foreground,0.85,166.0
340,135_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,168.0,2021-08-24 11:52:36,-83.0,11.1,Foreground,0.85,168.0
341,135_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,154.0,2021-08-24 11:52:36,-85.0,14.9,Foreground,0.85,154.0
342,135_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,156.0,2021-08-24 11:52:36,-84.0,17.1,Foreground,0.85,156.0
343,135_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,162.0,2021-08-24 11:52:36,-95.0,30.2,Foreground,0.85,162.0
344,135_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,160.0,2021-08-24 11:52:36,-93.0,36.8,Foreground,0.85,160.0
345,729_E70CE80A-F0E3-4B6D-96D3-BE5540BD9CDB,151.0,2021-08-24 11:52:36,-65.0,1.2,Foreground,0.85,150.0
346,729_E70CE80A-F0E3-4B6D-96D3-BE5540BD9CDB,171.0,2021-08-24 11:52:36,-83.0,13.0,Foreground,0.85,170.0
347,729_E70CE80A-F0E3-4B6D-96D3-BE5540BD9CDB,157.0,2021-08-24 11:52:36,-91.0,24.9,Foreground,0.85,156.0
348,646_79168CDD-F79A-40DD-A8B8-945F7C0F11C7,147.0,2021-08-24 11:52:37,-74.0,3.0,Foreground,0.85,146.0
349,646_79168CDD-F79A-40DD-A8B8-945F7C0F11C7,167.0,2021-08-24 11:52:37,-82.0,10.3,Foreground,0.85,166.0
350,646_79168CDD-F79A-40DD-A8B8-945F7C0F11C7,153.0,2021-08-24 11:52:37,-92.0,26.7,Foreground,0.85,152.0
351,496_B28E7807-3517-4048-90CD-29E4826AE511,149.0,2021-08-24 11:52:37,-71.0,1.9,Foreground,0.85,148.0
352,496_B28E7807-3517-4048-90CD-29E4826AE511,155.0,2021-08-24 11:52:37,-82.0,13.5,Foreground,0.85,154.0
353,496_B28E7807-3517-4048-90CD-29E4826AE511,169.0,2021-08-24 11:52:37,-90.0,14.4,Foreground,0.85,168.0
354,496_B28E7807-3517-4048-90CD-29E4826AE511,163.0,2021-08-24 11:52:37,-90.0,24.6,Foreground,0.85,162.0
355,877_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,150.0,2021-08-24 11:52:37,-69.0,1.3,Foreground,0.85,150.0
356,877_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,148.0,2021-08-24 11:52:37,-68.0,1.5,Foreground,0.85,148.0
357,877_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,146.0,2021-08-24 11:52:37,-76.0,2.8,Foreground,0.85,146.0
358,877_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,166.0,2021-08-24 11:52:37,-81.0,8.5,Foreground,0.85,166.0
359,877_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,170.0,2021-08-24 11:52:37,-90.0,12.3,Foreground,0.85,170.0
360,877_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,154.0,2021-08-24 11:52:37,-81.0,13.5,Foreground,0.85,154.0
361,877_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,156.0,2021-08-24 11:52:37,-84.0,16.2,Foreground,0.85,156.0
362,877_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,152.0,2021-08-24 11:52:37,-93.0,30.8,Foreground,0.85,152.0
363,877_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,160.0,2021-08-24 11:52:37,-93.0,36.7,Foreground,0.85,160.0
364,531_E70CE80A-F0E3-4B6D-96D3-BE5540BD9CDB,151.0,2021-08-24 11:52:37,-66.0,1.2,Foreground,0.85,150.0
365,531_E70CE80A-F0E3-4B6D-96D3-BE5540BD9CDB,171.0,2021-08-24 11:52:37,-83.0,12.1,Foreground,0.85,170.0
366,531_E70CE80A-F0E3-4B6D-96D3-BE5540BD9CDB,157.0,2021-08-24 11:52:37,-86.0,22.8,Foreground,0.85,156.0
367,594_79168CDD-F79A-40DD-A8B8-945F7C0F11C7,147.0,2021-08-24 11:52:38,-77.0,3.2,Foreground,0.85,146.0
368,594_79168CDD-F79A-40DD-A8B8-945F7C0F11C7,167.0,2021-08-24 11:52:38,-80.0,9.6,Foreground,0.85,166.0
369,594_79168CDD-F79A-40DD-A8B8-945F7C0F11C7,153.0,2021-08-24 11:52:38,-86.0,23.8,Foreground,0.85,152.0
370,594_79168CDD-F79A-40DD-A8B8-945F7C0F11C7,161.0,2021-08-24 11:52:38,-90.0,29.6,Foreground,0.85,160.0
371,903_B28E7807-3517-4048-90CD-29E4826AE511,149.0,2021-08-24 11:52:38,-69.0,1.8,Foreground,0.85,148.0
372,903_B28E7807-3517-4048-90CD-29E4826AE511,155.0,2021-08-24 11:52:38,-82.0,11.9,Foreground,0.85,154.0
373,903_B28E7807-3517-4048-90CD-29E4826AE511,169.0,2021-08-24 11:52:38,-90.0,16.0,Foreground,0.85,168.0
374,903_B28E7807-3517-4048-90CD-29E4826AE511,163.0,2021-08-24 11:52:38,-91.0,25.8,Foreground,0.85,162.0
375,985_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,150.0,2021-08-24 11:52:38,-71.0,1.5,Foreground,0.85,150.0
376,985_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,148.0,2021-08-24 11:52:38,-71.0,1.6,Foreground,0.85,148.0
377,985_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,146.0,2021-08-24 11:52:38,-76.0,3.1,Foreground,0.85,146.0
378,985_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,166.0,2021-08-24 11:52:38,-85.0,9.0,Foreground,0.85,166.0
379,985_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,170.0,2021-08-24 11:52:38,-86.0,12.7,Foreground,0.85,170.0
380,985_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,156.0,2021-08-24 11:52:38,-86.0,16.0,Foreground,0.85,156.0
381,985_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,152.0,2021-08-24 11:52:38,-93.0,31.4,Foreground,0.85,152.0
382,985_DB983EA6-33C3-4EB3-8C58-BB61B2C880CF,162.0,2021-08-24 11:52:38,-95.0,31.9,Foreground,0.85,162.0
383,63_E70CE80A-F0E3-4B6D-96D3-BE5540BD9CDB,151.0,2021-08-24 11:52:38,-68.0,1.3,Foreground,0.85,150.0
384,63_E70CE80A-F0E3-4B6D-96D3-BE5540BD9CDB,171.0,2021-08-24 11:52:38,-84.0,11.9,Foreground,0.85,170.0
